type,functional_id,connectivity,comment,reconstruction,nucleus_id,soma_id,axon_id,dendrite_id,functional classifier,neurotransmitter classifier,projection classifier,neuroglancer_link,imaging_modality,date_of_tracing,tracer names,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6113,4640 inputs,within volume,"axon complete, dendrites complete",576460752702132053,576460752686069058,576460752714435509,576460752687024035,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6105922789179392,EM,2024-04-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6236,8788 output,within volume,"axon complete, dendrites complete",576460752702477237,576460752688977697,576460752707147430,576460752686132129,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6436453389172736,EM,2024-04-25,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6840,9978 output,"bilateral, within volume","axon complete, dendrites complete",576460752702913205,576460752676189712,576460752704949306,576460752737484233,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6657905060216832,EM,2024-04-29,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,1799,,axon exits the volume rostrally,"axon complete, dendrites complete",576460752717088269,576460752627814491,576460752738881377,576460752702907871,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6532112897277952,EM,2024-03-19,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8913,,within volume,"axon complete, dendrites complete",576460752731091853,576460752633474537,576460752659145353,576460752711046505,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6210458635730944,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4473,,axon exits the volume rostrally,"axon complete, dendrites complete",576460752733540493,576460752676179472,576460752627814235,576460752643479737,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5422394481049600,EM,2023-10-03,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8479,8365 output,within volume,"axon complete, dendrites complete",576460752734252921,576460752707285275,576460752734716242,576460752686861732,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5901039648636928,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8042,,within volume,"axon complete, dendrites complete",576460752741838201,576460752700606689,576460752686845604,576460752671271027,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4954400617398272,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4967,2939 input,within volume,"axon complete, dendrites complete",576460752748971661,576460752635155268,576460752654548271,576460752698444013,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6612079416967168,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8802,9978 output,within volume,"axon complete, dendrites complete",576460752703122183,576460752657341330,576460752665386021,576460752711999095,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5686754502770688,EM,2024-05-03,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4834,9978 input,within volume,"axon complete, dendrites complete",576460752707449013,576460752659394610,576460752603138053,576460752762963138,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6673578318626816,EM,2024-06-22,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6866,4548 output,within volume,"axon complete, dendrites complete",576460752677686336,576460752640942801,576460752640093829,576460752580805247,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5749742194655232,EM,2024-08-23,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,9424,"6762 output, 9414 output","contralateral output, within volume","axon incomplete, dendrites complete",576460752728079423,576460752634020086,576460752649128755,576460752782659884,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5320538852425728,EM,2024-09-04,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4219,9414 output,within volume,"axon complete, dendrites complete",576460752651403743,576460752665389093,576460752696701145,576460752642196784,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5938252470026240,EM,2024-08-13,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6747,1308 output,within volume,"axon complete, dendrites incomplete",576460752748991373,576460752658937469,576460752659402290,576460752750193197,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5699297233338368,EM,2024-09-08,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4241,6404 output,within volume,"axon complete, dendrites complete",576460752729697436,576460752726229484,576460752744025250,576460752744022690,motion_integrator,excitatory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5514979609411584,EM,2024-09-20,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4323,8365 output,within volume,"axon complete, dendrites complete",576460752608135541,576460752629399904,576460752648831824,576460752729544699,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5738460238315520,EM,2024-07-16,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,3997,9978 output,within volume,"axon complete, dendrites complete",576460752626734927,576460752760720008,576460752673558725,576460752709020792,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4695557453905920,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4548,"5164 input, 9276 input",within volume,"axon complete, dendrites complete",576460752631366630,576460752760708488,576460752636422102,576460752727635164,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4709348845551616,EM,2024-08-03,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6927,,axon exits the volume caudally,"axon complete, dendrites complete",576460752632882991,576460752821333139,576460752726028606,576460752823807537,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5925305492439040,EM,2024-09-04,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6762,9978 output,axon exits the volume rostrally,"axon complete, dendrites complete",576460752654338773,576460752741437471,576460752691480100,576460752646724270,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5050823740489728,EM,2024-03-19,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,3862,8365 output,within volume,"axon complete, dendrites complete",576460752671949300,576460752687676180,576460752665826283,576460752720355641,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6248988807266304,EM,2024-07-14,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,476,,within volume,"axon complete, dendrites complete",576460752683419020,576460752702912223,576460752637142638,576460752637142894,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5509586377244672,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,665,9978 output,axon exits the volume rostrally,"axon complete, dendrites complete",576460752690253511,576460752659795955,576460752636410326,576460752669038283,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6039948719292416,EM,2024-05-23,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,785,9276 input,within volume,"axon complete, dendrites complete",576460752696684505,576460752638563432,576460752580791679,576460752706163924,motion_integrator,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5281151280218112,EM,2024-05-09,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4326,,within volume,"axon complete, dendrites complete",576460752702099007,576460752646723502,576460752691478564,576460752665944104,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6392675215343616,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,1928,,axon exits the volume rostrally,"axon complete, dendrites complete",576460752703095416,576460752714433717,576460752687020195,576460752686067266,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5386553784270848,EM,2024-03-20,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5442,"9276 input, 8348 input, 5164 input , 9414 input",,"axon complete, dendrites complete",576460752715492414,576460752737165976,576460752629406048,576460752686979653,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4618481820499968,EM,2024-11-28,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,3503,9978 output,axon exits the volume rostrally,"axon complete, dendrites complete",576460752723528109,576460752671272563,576460752709021048,576460752718032416,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6381792618610688,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8311,,within volume,"axon complete, dendrites complete",576460752727061332,576460752693150762,576460752702916319,576460752727296321,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6505270828072960,EM,2024-03-21,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2234,9978 output,axon exits the volume rostrally and caudally,"axon complete, dendrites complete",576460752734566521,576460752665378085,576460752733617517,576460752689782427,motion_integrator,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4610867443269632,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2939,9978 output,within volume,"axon complete, dendrites complete",576460752741561977,576460752743109397,576460752733855684,576460752669096931,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4922129910857728,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5222,,axon exits the volume rostrally,"axon complete, dendrites complete",576460752741703289,576460752709080253,576460752709079997,576460752596686412,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5250130389237760,EM,2024-03-20,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,1308,4548 output,within volume,"axon complete, dendrites complete",576460752695783265,576460752704964666,576460752665390629,576460752712632000,motion_integrator,inhibitory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5345451084611584,EM,2024-08-20,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,4361,6927 input,axon exits the volume rostrally,"axon complete, dendrites complete",576460752674017808,576460752640952017,576460752714470325,576460752701288926,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5444467998851072,EM,2024-08-24,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,5167,3862 output,,"axon complete, dendrites complete",576460752672349365,576460752762064564,576460752718044704,576460752642751247,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5422397881581568,EM,2024-12-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,12418,,,"axon incomplete, dendrites complete",576460752699854465,576460752612041798,576460752783344129,576460752757108397,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6060641363165184,EM,2024-12-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752679887872,576460752707396430,576460752691478820,576460752672958478,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5159710187585536,EM,2024-03-19,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon incomplete, dendrites incomplete",576460752631695663,576460752750777134,576460752695712151,576460752711050857,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4709168738992128,EM,2024-04-26,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752356247654,576460752659147913,576460752616134103,576460752675933042,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5069296042508288,EM,2024-04-30,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2234,9978 output,axon exits the volume rostrally and caudally,"axon complete, dendrites complete",576460752734566521,576460752665378085,576460752733617517,576460752689782427,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4610867443269632,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752697722381,576460752657866356,576460752718183769,576460752639640834,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6638808189632512,EM,2024-04-30,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,axon exits the volume rostrally,"axon complete, dendrites incomplete",576460752697886733,576460752665950248,576460752744535143,576460752650953717,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6185146799620096,EM,2024-05-02,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,3997,9978 output,,"axon complete, dendrites complete",576460752626734927,576460752760720008,576460752673558725,576460752709020792,motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4695557453905920,EM,2024-07-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6840,9978 output,bilateral,"axon complete, dendrites complete",576460752702913205,576460752676189712,576460752704949306,576460752737484233,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6657905060216832,EM,2024-04-29,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,8802,9978 output,,"axon complete, dendrites complete",576460752703122183,576460752657341330,576460752665386021,576460752711999095,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5686754502770688,EM,2024-05-03,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752707815861,576460752738878817,576460752704105301,576460752658129568,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6721234467291136,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752707815861,576460752738878817,576460752704105301,576460752658129568,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6721234467291136,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752699963009,576460752710801542,576460752743943408,576460752675932786,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5516265772810240,EM,2024-04-29,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,2218,9978 output,axon exits the volume caudally,"axon complete, dendrites complete",576460752684182585,576460752695714967,576460752735896961,576460752682521622,slow_motion_integrator,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5973915546419200,EM,2024-07-11,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752705120693,576460752635170628,576460752823803185,576460752678681962,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5840916478689280,EM,2024-05-28,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,6840,9978 output,bilateral,"axon complete, dendrites complete",576460752702913205,576460752676189712,576460752704949306,576460752737484233,motion_integrator,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6657905060216832,EM,2024-04-29,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752704159864,576460752705697370,576460752657022367,576460752783842204,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6643173419909120,EM,2024-05-28,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,axon exits the volume rostrally,"axon complete, dendrites incomplete",576460752692779359,576460752743948784,576460752766932178,576460752704605146,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4791256033001472,EM,2024-05-27,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752669053312,576460752737165720,576460752662190264,576460752694505579,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6742001825349632,EM,2024-05-28,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,axon exits the volume rostrally,"axon complete, dendrites incomplete",576460752697722381,576460752657866356,576460752718183769,576460752639640834,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5976394242719744,EM,2024-05-27,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752655414640,576460752705697114,576460752642180144,576460752634004470,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5444257545453568,EM,2024-05-28,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon incomplete, dendrites incomplete",576460752702774197,576460752657916574,576460752637148014,576460752743113237,,inhibitory,contralateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5249413700124672,EM,2024-04-26,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752707815861,576460752738878817,576460752704105301,576460752658129568,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6721234467291136,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752707815861,576460752738878817,576460752704105301,576460752658129568,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6721234467291136,EM,2024-03-11,Jonathan Boulanger-Weill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cell,not functionally imaged,9978 output,,"axon complete, dendrites incomplete",576460752672612084,576460752734712658,576460752679166119,576460752657919902,,excitatory,ipsilateral,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5777543450853376,EM,2024-04-29,Jay Hareshbhai Savaliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
